Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount
"1519784","497932","5","276","2009-01-31 00:00:00",""
"1520251","498651","5","332","2009-01-31 00:00:00",""
"1521417","498935","5","922","2009-01-31 00:00:00",""
"1521444","488020","5","700","2009-01-31 00:00:00",""
"1521578","498231","5","361","2009-01-31 00:00:00",""
"1522002","497932","5","412","2009-01-31 00:00:00",""
"1522709","499437","5","737","2009-01-31 00:00:00",""
"1522915","174830","5","171","2009-01-31 00:00:00",""
"1523288","497654","5","985","2009-01-31 00:00:00",""
"1523535","146466","5","255","2009-01-31 00:00:00",""
"1523860","499889","5","854","2009-02-01 00:00:00",""
"1523969","494083","8","909","2009-02-01 00:00:00","250"
"1524085","406132","5","657","2009-02-01 00:00:00",""
"1524178","494640","5","815","2009-02-01 00:00:00",""
"1524382","364347","5","392","2009-02-01 00:00:00",""
"1524445","500026","5","658","2009-02-01 00:00:00",""
"1524759","493741","5","775","2009-02-01 00:00:00",""
"1524873","499331","5","775","2009-02-01 00:00:00",""
"1524883","411019","5","775","2009-02-01 00:00:00",""
"1525247","493175","5","219","2009-02-01 00:00:00",""
"49865409","1958575","5","305","2013-07-03 00:00:00",""
"65046573","22539973","8","-1","2014-03-24 00:00:00","50"
"65046952","8871337","5","492","2014-03-24 00:00:00",""
"18679543","393647","5","731","2011-08-31 00:00:00",""
"18680533","1977883","5","646","2011-08-31 00:00:00",""
"18680535","2004207","5","646","2011-08-31 00:00:00",""
"18681763","5968131","5","122","2011-08-31 00:00:00",""
"10393381","146297","5","371","2010-10-22 00:00:00",""
"10393579","3072243","5","406","2010-10-22 00:00:00",""
"34860953","3922172","5","145","2012-10-15 00:00:00",""
"18697463","2455654","5","470","2011-08-31 00:00:00",""
"18698787","7259285","5","443","2011-08-31 00:00:00",""
"18699389","47045","5","422","2011-08-31 00:00:00",""
"18699697","5852002","5","631","2011-08-31 00:00:00",""
"49942980","2621610","5","826","2013-07-05 00:00:00",""
"49943911","12966467","5","198","2013-07-05 00:00:00",""
"10451080","3553244","5","986","2010-10-25 00:00:00",""
"10451699","470440","5","769","2010-10-25 00:00:00",""
"10451786","101742","5","322","2010-10-25 00:00:00",""
"18727532","7238624","8","-1","2011-09-01 00:00:00","100"
"18727541","7270532","5","60","2011-09-01 00:00:00",""
"18731847","6451566","5","443","2011-09-01 00:00:00",""
"10498317","2697244","5","555","2010-10-27 00:00:00",""
"10498741","3936041","5","555","2010-10-27 00:00:00",""
"10503324","2138","5","838","2010-10-28 00:00:00",""
"10503439","2127547","5","838","2010-10-28 00:00:00",""
"88406893","20103678","8","-1","2015-05-04 00:00:00","50"
"10514410","118984","5","636","2010-10-28 00:00:00",""
"10515482","108207","5","487","2010-10-28 00:00:00",""
"10517160","1815080","5","539","2010-10-28 00:00:00",""
"27138726","6307748","5","877","2012-04-25 00:00:00",""
"27141541","10163879","5","607","2012-04-25 00:00:00",""
"43053931","3295496","5","340","2013-03-12 00:00:00",""
"43055140","15273434","5","731","2013-03-12 00:00:00",""
"35000540","337352","5","156","2012-10-18 00:00:00",""
"35004819","1997825","5","688","2012-10-18 00:00:00",""
"35004922","11664835","5","422","2012-10-18 00:00:00",""
"35005450","12795493","8","-1","2012-10-18 00:00:00","50"
"10573090","791447","5","731","2010-11-01 00:00:00",""
"10575010","58640","5","415","2010-11-01 00:00:00",""
"10575773","2648","5","625","2010-11-01 00:00:00",""
"27177399","1560523","5","3","2012-04-25 00:00:00",""
"57052492","19328299","5","364","2013-11-10 00:00:00",""
"57052578","18548816","5","364","2013-11-10 00:00:00",""
"10605298","552934","5","797","2010-11-02 00:00:00",""
"1829482","597022","8","404","2009-03-02 00:00:00","150"
"1829561","458245","5","379","2009-03-02 00:00:00",""
"1829611","597022","5","404","2009-03-02 00:00:00",""
"1829677","602580","5","259","2009-03-02 00:00:00",""
"1829720","312170","5","146","2009-03-02 00:00:00",""
"1830120","302122","5","416","2009-03-02 00:00:00",""
"1830319","602956","5","91","2009-03-02 00:00:00",""
"1831999","603682","5","942","2009-03-02 00:00:00",""
"1847223","263400","5","91","2009-03-04 00:00:00",""
"1847352","107494","5","67","2009-03-04 00:00:00",""
"1847832","331569","5","609","2009-03-04 00:00:00",""
"1847969","591857","5","91","2009-03-04 00:00:00",""
"1848489","538498","5","708","2009-03-04 00:00:00",""
"1849284","577943","5","85","2009-03-04 00:00:00",""
"1849497","173955","5","51","2009-03-04 00:00:00",""
"1849850","501303","5","147","2009-03-04 00:00:00",""
"1849994","580372","5","112","2009-03-04 00:00:00",""
"1850371","221490","5","199","2009-03-04 00:00:00",""
"1850962","610205","5","86","2009-03-04 00:00:00",""
"1852242","610641","5","195","2009-03-04 00:00:00",""
"1852603","609621","5","757","2009-03-04 00:00:00",""
"27254542","4630820","5","986","2012-04-27 00:00:00",""
"27256088","7314674","8","356","2012-04-27 00:00:00","250"
"88553122","30021274","8","-1","2015-05-06 00:00:00","250"
"88561003","24300953","8","-1","2015-05-06 00:00:00","50"
"18906574","1216114","5","576","2011-09-07 00:00:00",""
"18909103","7336177","5","443","2011-09-07 00:00:00",""
"27295290","5150186","5","112","2012-04-28 00:00:00",""
"27297235","1766445","5","164","2012-04-28 00:00:00",""
"18925431","3264259","5","346","2011-09-08 00:00:00",""
"18926191","752202","5","225","2011-09-08 00:00:00",""
"110655095","36246156","8","-1","2016-03-29 00:00:00","50"
"110656946","23470439","5","552","2016-03-29 00:00:00",""
"73376716","14013644","5","869","2014-08-14 00:00:00",""
"73377583","25311073","5","13","2014-08-14 00:00:00",""
"73441582","25301813","8","-1","2014-08-16 00:00:00","50"
"57260556","15349869","5","111","2013-11-13 00:00:00",""
"118012333","10715519","5","260","2016-07-14 00:00:00",""
"19044643","6327","5","155","2011-09-12 00:00:00",""
"19047200","7387055","5","718","2011-09-12 00:00:00",""
"19047819","3164864","5","986","2011-09-12 00:00:00",""
"43313712","1352479","5","702","2013-03-16 00:00:00",""
"65492859","1525664","5","609","2014-03-31 00:00:00",""
"65494302","22708625","8","-1","2014-03-31 00:00:00","50"
"2118211","684445","5","260","2009-03-31 00:00:00",""
"118095491","32507604","5","896","2016-07-15 00:00:00",""
"2133830","707909","5","234","2009-04-02 00:00:00",""
"19138585","2546581","5","861","2011-09-14 00:00:00",""
"19138593","3738523","5","861","2011-09-14 00:00:00",""
"1647112","450835","5","412","2009-02-12 00:00:00",""
"1647308","541924","5","62","2009-02-12 00:00:00",""
"1647312","471489","5","62","2009-02-12 00:00:00",""
"1647340","510129","5","775","2009-02-12 00:00:00",""
"1647356","10616","5","62","2009-02-12 00:00:00",""
"1647385","541195","5","609","2009-02-12 00:00:00",""
"1647460","131540","5","62","2009-02-12 00:00:00",""
"1647497","498731","5","62","2009-02-12 00:00:00",""
"1647956","259673","5","62","2009-02-12 00:00:00",""
"1648074","536203","5","658","2009-02-12 00:00:00",""
"1649048","51950","5","506","2009-02-12 00:00:00",""
"1649267","522856","5","67","2009-02-12 00:00:00",""
"1649440","271007","5","556","2009-02-12 00:00:00",""
"27074365","2050263","5","986","2012-04-23 00:00:00",""
"27075904","1488355","5","879","2012-04-23 00:00:00",""
"1663042","548361","5","748","2009-02-14 00:00:00",""
"1663257","538498","5","282","2009-02-14 00:00:00",""
"1663523","548520","5","4","2009-02-14 00:00:00",""
"1663573","539062","5","4","2009-02-14 00:00:00",""
"1663952","546149","5","873","2009-02-14 00:00:00",""
"1664039","548414","5","609","2009-02-14 00:00:00",""
"1664654","548978","5","186","2009-02-14 00:00:00",""
"1665277","498698","5","825","2009-02-14 00:00:00",""
"1665561","548029","5","655","2009-02-14 00:00:00",""
"1665663","545844","5","525","2009-02-14 00:00:00",""
"1665697","483488","5","277","2009-02-14 00:00:00",""
"1665707","549248","5","775","2009-02-14 00:00:00",""
"1665709","548821","5","873","2009-02-14 00:00:00",""
"1665714","102702","5","775","2009-02-14 00:00:00",""
"1666048","548564","5","692","2009-02-14 00:00:00",""
"1666638","547349","5","525","2009-02-14 00:00:00",""
"1666775","505540","5","135","2009-02-14 00:00:00",""
"1666777","525726","5","135","2009-02-14 00:00:00",""
"1666779","548978","5","135","2009-02-14 00:00:00",""
"1667186","205348","5","861","2009-02-14 00:00:00",""
"1667386","549597","5","775","2009-02-14 00:00:00",""
"1667726","549449","5","775","2009-02-14 00:00:00",""
"1667799","154097","5","655","2009-02-14 00:00:00",""
"1667830","549912","5","775","2009-02-14 00:00:00",""
"1668716","84556","5","422","2009-02-15 00:00:00",""
"65168953","4835046","5","578","2014-03-25 00:00:00",""
"65174891","3667708","5","946","2014-03-25 00:00:00",""
"43050339","15338526","5","164","2013-03-12 00:00:00",""
"110486636","107390","5","340","2016-03-26 00:00:00",""
"110486871","9332718","5","340","2016-03-26 00:00:00",""
"110489441","6003374","5","112","2016-03-26 00:00:00",""
"110490731","36163606","8","-1","2016-03-26 00:00:00","50"
"27155400","2035193","5","383","2012-04-25 00:00:00",""
"110525958","23032165","5","340","2016-03-27 00:00:00",""
"110526204","21114371","5","340","2016-03-27 00:00:00",""
"80906150","901115","5","37","2014-12-30 00:00:00",""
"80906881","121243","5","731","2014-12-30 00:00:00",""
"50110330","17426391","8","-1","2013-07-08 00:00:00","50"
"18861038","2049330","5","169","2011-09-06 00:00:00",""
"88501976","12874965","5","214","2015-05-05 00:00:00",""
"73297893","12942681","5","578","2014-08-13 00:00:00",""
"35066013","5025720","5","38","2012-10-19 00:00:00",""
"35069938","1890582","5","355","2012-10-19 00:00:00",""
"27253032","368146","5","525","2012-04-27 00:00:00",""
"1867440","613954","5","737","2009-03-05 00:00:00",""
"27266614","4045780","5","327","2012-04-27 00:00:00",""
"27272073","4683513","5","986","2012-04-27 00:00:00",""
"27272620","1596158","5","731","2012-04-27 00:00:00",""
"1878362","619194","5","136","2009-03-06 00:00:00",""
"1878874","619318","5","698","2009-03-06 00:00:00",""
"1879414","323032","5","4","2009-03-06 00:00:00",""
"1882309","620778","5","383","2009-03-06 00:00:00",""
"1882624","620877","5","688","2009-03-06 00:00:00",""
"1883209","290465","5","136","2009-03-07 00:00:00",""
"1883234","619500","5","775","2009-03-07 00:00:00",""
"1883277","620990","5","775","2009-03-07 00:00:00",""
"1885035","172102","5","209","2009-03-07 00:00:00",""
"103126378","2400097","5","209","2015-12-10 00:00:00",""
"103126479","773303","5","209","2015-12-10 00:00:00",""
"65372233","21421948","8","-1","2014-03-28 00:00:00","100"
"96001773","20090784","5","741","2015-08-25 00:00:00",""
"96003832","11227809","5","459","2015-08-25 00:00:00",""
"96004047","4231382","5","459","2015-08-25 00:00:00",""
"57184979","11096225","5","702","2013-11-12 00:00:00",""
"57185790","10779297","5","209","2013-11-12 00:00:00",""
"18962975","143171","5","539","2011-09-09 00:00:00",""
"18964595","7357202","5","112","2011-09-09 00:00:00",""
"10742340","34784","5","493","2010-11-10 00:00:00",""
"10742608","160694","5","191","2010-11-10 00:00:00",""
"10742620","256511","5","855","2010-11-10 00:00:00",""
"10744001","155246","5","39","2010-11-10 00:00:00",""
"50241863","5134","5","731","2013-07-10 00:00:00",""
"43258601","6076964","8","-1","2013-03-15 00:00:00","250"
"10758972","4148205","5","730","2010-11-10 00:00:00",""
"10760870","4149450","5","770","2010-11-10 00:00:00",""
"10762124","3760788","5","993","2010-11-10 00:00:00",""
"10762475","138331","5","698","2010-11-11 00:00:00",""
"10762718","4150430","5","113","2010-11-11 00:00:00",""
"96085700","26632415","5","357","2015-08-26 00:00:00",""
"96085703","25630611","5","357","2015-08-26 00:00:00",""
"96086488","27803453","5","869","2015-08-26 00:00:00",""
"19024998","370030","5","668","2011-09-11 00:00:00",""
"2053597","678760","5","636","2009-03-25 00:00:00",""
"2053769","679817","5","728","2009-03-25 00:00:00",""
"2053875","679973","5","115","2009-03-25 00:00:00",""
"2055269","251346","5","884","2009-03-25 00:00:00",""
"2055323","545844","5","242","2009-03-25 00:00:00",""
"2055331","545088","5","242","2009-03-25 00:00:00",""
"2056888","679756","5","204","2009-03-25 00:00:00",""
"2058780","447497","5","775","2009-03-25 00:00:00",""
"2058837","681855","5","775","2009-03-25 00:00:00",""
"2058886","77172","5","307","2009-03-25 00:00:00",""
"2058908","22792","5","307","2009-03-25 00:00:00",""
"2058914","25547","5","307","2009-03-25 00:00:00",""
"2058918","243583","5","307","2009-03-25 00:00:00",""
"2058923","534955","5","307","2009-03-25 00:00:00",""
"27459293","10421456","5","698","2012-05-02 00:00:00",""
"27459943","10421152","5","698","2012-05-02 00:00:00",""
"27461801","5053708","5","947","2012-05-02 00:00:00",""
"27462743","691719","5","150","2012-05-02 00:00:00",""
"65511504","2601194","5","260","2014-03-31 00:00:00",""
"35289571","7294131","5","111","2012-10-23 00:00:00",""
"19089959","2854407","5","342","2011-09-13 00:00:00",""
"19092736","7404135","5","260","2011-09-13 00:00:00",""
"19093084","7403799","5","781","2011-09-13 00:00:00",""
"19095262","6595105","5","230","2011-09-13 00:00:00",""
"110820472","26598115","5","293","2016-03-31 00:00:00",""
"96166813","1619028","5","809","2015-08-27 00:00:00",""
"96166836","15690135","5","809","2015-08-27 00:00:00",""
"96168198","32189165","8","-1","2015-08-27 00:00:00","200"
"19106443","7376858","5","443","2011-09-13 00:00:00",""
"10903519","4213999","5","342","2010-11-18 00:00:00",""
"110856804","19005376","5","39","2016-03-31 00:00:00",""
"110856948","31964627","5","981","2016-03-31 00:00:00",""
"110858016","28917489","5","799","2016-03-31 00:00:00",""
"57374818","9433982","5","33","2013-11-15 00:00:00",""
"2171233","111388","5","260","2009-04-06 00:00:00",""
"2172358","711650","5","574","2009-04-06 00:00:00",""
"2172592","721537","5","392","2009-04-06 00:00:00",""
"2172872","184618","5","235","2009-04-06 00:00:00",""
"2173205","339821","5","431","2009-04-06 00:00:00",""
"2173423","698702","8","337","2009-04-06 00:00:00","150"
"2173940","701895","5","207","2009-04-06 00:00:00",""
"2174213","641728","5","986","2009-04-06 00:00:00",""
"2174273","715883","8","580","2009-04-06 00:00:00","250"
"2174368","22674","5","186","2009-04-06 00:00:00",""
"2174509","91030","5","775","2009-04-06 00:00:00",""
"2175219","660972","5","343","2009-04-06 00:00:00",""
"2175224","695416","5","260","2009-04-06 00:00:00",""
"19172592","3920111","5","463","2011-09-15 00:00:00",""
"42818802","2828936","5","621","2013-03-08 00:00:00",""
"42830912","1379954","5","741","2013-03-08 00:00:00",""
"49814326","14734243","5","796","2013-07-02 00:00:00",""
"88233965","13949163","5","881","2015-04-30 00:00:00",""
"88237653","1541771","5","235","2015-04-30 00:00:00",""
"73036653","17460116","5","731","2014-08-08 00:00:00",""
"95661410","32044204","8","-1","2015-08-19 00:00:00","50"
"10348275","527602","5","307","2010-10-20 00:00:00",""
"65052590","8986259","5","340","2014-03-24 00:00:00",""
"1545936","506878","5","770","2009-02-03 00:00:00",""
"1546124","506282","5","775","2009-02-03 00:00:00",""
"1546568","331714","5","775","2009-02-03 00:00:00",""
"1546636","507093","5","13","2009-02-03 00:00:00",""
"1546664","37030","5","809","2009-02-03 00:00:00",""
"1546843","177404","5","775","2009-02-03 00:00:00",""
"1546857","488020","5","775","2009-02-03 00:00:00",""
"1547137","507263","5","29","2009-02-03 00:00:00",""
"18676172","7251825","5","91","2011-08-31 00:00:00",""
"102889666","34100740","5","536","2015-12-07 00:00:00",""
"18704769","177","5","359","2011-08-31 00:00:00",""
"27013546","4907376","5","417","2012-04-22 00:00:00",""
"27014307","255202","5","571","2012-04-22 00:00:00",""
"27014481","9994856","5","799","2012-04-22 00:00:00",""
"88351820","23469332","5","340","2015-05-03 00:00:00",""
"10435292","2038858","5","797","2010-10-24 00:00:00",""
"10435428","215718","5","699","2010-10-24 00:00:00",""
"10437367","1616678","5","584","2010-10-25 00:00:00",""
"10439132","670183","5","838","2010-10-25 00:00:00",""
"10439147","1326027","5","838","2010-10-25 00:00:00",""
"42979379","1569778","5","259","2013-03-11 00:00:00",""
"42979841","15139276","5","114","2013-03-11 00:00:00",""
"18746678","7277692","5","479","2011-09-01 00:00:00",""
"18746799","5443166","5","555","2011-09-01 00:00:00",""
"18746845","5159882","5","831","2011-09-01 00:00:00",""
"18751931","7276614","5","95","2011-09-02 00:00:00",""
"18752806","4287900","5","680","2011-09-02 00:00:00",""
"1677990","552857","5","274","2009-02-16 00:00:00",""
"1678375","271825","5","470","2009-02-16 00:00:00",""
"1678811","553329","5","825","2009-02-16 00:00:00",""
"1679039","84556","5","51","2009-02-16 00:00:00",""
"1680539","554013","5","775","2009-02-16 00:00:00",""
"1680613","554063","5","811","2009-02-16 00:00:00",""
"1680871","554138","5","422","2009-02-16 00:00:00",""
"1681054","202302","5","811","2009-02-16 00:00:00",""
"1681056","485525","5","811","2009-02-16 00:00:00",""
"1683309","554748","5","775","2009-02-16 00:00:00",""
"1684694","324163","5","131","2009-02-17 00:00:00",""
"1685284","3553","5","25","2009-02-17 00:00:00",""
"1685472","534505","5","657","2009-02-17 00:00:00",""
"1685745","484937","5","62","2009-02-17 00:00:00",""
"80844350","26862840","8","-1","2014-12-29 00:00:00","50"
"56989432","6252413","5","447","2013-11-08 00:00:00",""
"10525540","563030","5","731","2010-10-29 00:00:00",""
"43061974","5119660","5","67","2013-03-12 00:00:00",""
"43062821","1561336","5","571","2013-03-12 00:00:00",""
"18823501","7303127","5","699","2011-09-05 00:00:00",""
"18838248","7300780","5","95","2011-09-05 00:00:00",""
"18841575","7307970","5","979","2011-09-05 00:00:00",""
"43111346","1547920","5","796","2013-03-13 00:00:00",""
"43111630","15027416","8","-1","2013-03-13 00:00:00","50"
"57074182","14658268","5","293","2013-11-11 00:00:00",""
"57074827","19860140","8","-1","2013-11-11 00:00:00","50"
"35059854","12964600","5","202","2012-10-18 00:00:00",""
"10647937","156243","5","293","2010-11-04 00:00:00",""
"10650247","4101858","5","67","2010-11-04 00:00:00",""
"10650412","4101614","5","755","2010-11-04 00:00:00",""
"10663223","2587965","5","982","2010-11-05 00:00:00",""
"10663224","1230571","5","982","2010-11-05 00:00:00",""
"10663594","2117492","5","299","2010-11-05 00:00:00",""
"10664359","881092","5","198","2010-11-05 00:00:00",""
"35131314","3763324","5","877","2012-10-20 00:00:00",""
"110658895","36288201","5","95","2016-03-29 00:00:00",""
"81031180","23430186","8","243","2015-01-02 00:00:00","100"
"1933533","343014","5","383","2009-03-12 00:00:00",""
"1933546","638114","5","383","2009-03-12 00:00:00",""
"1934633","601321","5","379","2009-03-12 00:00:00",""
"1934872","86998","5","379","2009-03-12 00:00:00",""
"1934905","365489","5","576","2009-03-12 00:00:00",""
"1936681","639217","5","203","2009-03-12 00:00:00",""
"1937238","54889","5","203","2009-03-12 00:00:00",""
"1937364","639323","5","698","2009-03-12 00:00:00",""
"1938416","215689","5","293","2009-03-12 00:00:00",""
"1938489","301339","5","203","2009-03-12 00:00:00",""
"1938656","610790","8","285","2009-03-12 00:00:00","100"
"1938842","637981","5","757","2009-03-12 00:00:00",""
"10719357","4130250","5","853","2010-11-09 00:00:00",""
"10720938","3115559","5","384","2010-11-09 00:00:00",""
"65405383","4952134","5","879","2014-03-28 00:00:00",""
"1953513","645173","5","67","2009-03-14 00:00:00",""
"1954100","589374","5","67","2009-03-14 00:00:00",""
"1955405","645826","5","838","2009-03-14 00:00:00",""
"1956202","45903","5","412","2009-03-14 00:00:00",""
"1956280","365489","5","106","2009-03-14 00:00:00",""
"1957044","646067","5","775","2009-03-14 00:00:00",""
"1957628","646627","5","95","2009-03-14 00:00:00",""
"1958450","646768","5","757","2009-03-14 00:00:00",""
"1958481","644718","5","757","2009-03-14 00:00:00",""
"1958771","639672","8","574","2009-03-15 00:00:00","100"
"18990558","7366912","5","443","2011-09-09 00:00:00",""
"57214928","19581254","8","78","2013-11-13 00:00:00","100"
"10773153","4155047","5","730","2010-11-11 00:00:00",""
"10773268","4152994","5","730","2010-11-11 00:00:00",""
"10775060","3374050","5","649","2010-11-11 00:00:00",""
"27402574","10364975","5","164","2012-05-01 00:00:00",""
"27403476","66687","5","894","2012-05-01 00:00:00",""
"27403731","6818451","5","894","2012-05-01 00:00:00",""
"27403736","10237697","5","774","2012-05-01 00:00:00",""
"73447213","4688277","5","578","2014-08-16 00:00:00",""
"50286102","779754","5","443","2013-07-11 00:00:00",""
"10825373","4178175","5","419","2010-11-14 00:00:00",""
"2065951","5119","5","799","2009-03-26 00:00:00",""
"2065966","333148","5","209","2009-03-26 00:00:00",""
"2065971","656308","5","209","2009-03-26 00:00:00",""
"2065975","325182","5","209","2009-03-26 00:00:00",""
"2066137","65116","5","120","2009-03-26 00:00:00",""
"2067304","559656","5","332","2009-03-26 00:00:00",""
"2068196","200610","5","971","2009-03-26 00:00:00",""
"2068418","238180","5","775","2009-03-26 00:00:00",""
"2068812","312003","5","775","2009-03-26 00:00:00",""
"2069516","424727","5","738","2009-03-26 00:00:00",""
"2070363","146989","5","737","2009-03-26 00:00:00",""
"2070433","306862","5","737","2009-03-26 00:00:00",""
"2070460","316352","5","737","2009-03-26 00:00:00",""
"81154864","5954382","5","293","2015-01-05 00:00:00",""
"81157687","4408110","5","578","2015-01-05 00:00:00",""
"81169172","27760277","5","340","2015-01-05 00:00:00",""
"81170337","2897619","5","340","2015-01-05 00:00:00",""
"81170440","27697456","5","340","2015-01-05 00:00:00",""
"43391939","15038252","8","-1","2013-03-18 00:00:00","50"
"73542868","1394797","5","779","2014-08-18 00:00:00",""
"2142351","710576","5","204","2009-04-02 00:00:00",""
"2142863","388242","5","171","2009-04-02 00:00:00",""
"19149750","5228780","5","479","2011-09-15 00:00:00",""
"19151529","7425392","5","781","2011-09-15 00:00:00",""
"19151657","7424301","5","781","2011-09-15 00:00:00",""
"10928686","4225029","5","986","2010-11-19 00:00:00",""
"10929221","4225867","5","900","2010-11-19 00:00:00",""
"10932879","4199644","8","58","2010-11-19 00:00:00","50"
"57400974","18966280","5","406","2013-11-15 00:00:00",""
"2184113","725098","5","457","2009-04-07 00:00:00",""
"2184242","144833","5","775","2009-04-07 00:00:00",""
"2184830","724348","5","757","2009-04-07 00:00:00",""
"2184914","725472","5","171","2009-04-07 00:00:00",""
"2185267","654442","5","205","2009-04-07 00:00:00",""
"1692032","557570","5","757","2009-02-17 00:00:00",""
"1692889","557009","5","657","2009-02-17 00:00:00",""
"1703195","522856","5","225","2009-02-18 00:00:00",""
"1703432","409563","5","861","2009-02-18 00:00:00",""
"1703438","24363","5","379","2009-02-18 00:00:00",""
"1703910","555259","5","361","2009-02-18 00:00:00",""
"1704618","551136","5","171","2009-02-18 00:00:00",""
"1704621","547178","5","171","2009-02-18 00:00:00",""
"1705099","217227","5","667","2009-02-18 00:00:00",""
"1705310","541896","5","33","2009-02-18 00:00:00",""
"1705465","562498","5","658","2009-02-18 00:00:00",""
"1705541","91198","5","986","2009-02-18 00:00:00",""
"1705733","8440","5","960","2009-02-18 00:00:00",""
"1706965","562606","5","157","2009-02-18 00:00:00",""
"1707343","265679","5","728","2009-02-18 00:00:00",""
"1708218","337304","5","728","2009-02-19 00:00:00",""
"1709465","309517","5","956","2009-02-19 00:00:00",""
"1709524","563630","5","668","2009-02-19 00:00:00",""
"1709835","70614","5","658","2009-02-19 00:00:00",""
"1710409","561029","5","483","2009-02-19 00:00:00",""
"1711310","375301","5","483","2009-02-19 00:00:00",""
"1711469","123781","5","946","2009-02-19 00:00:00",""
"10530532","4050871","5","838","2010-10-29 00:00:00",""
"10531626","1211143","5","982","2010-10-29 00:00:00",""
"10534101","4051515","5","986","2010-10-29 00:00:00",""
"10534299","1037271","5","738","2010-10-29 00:00:00",""
"88439148","3716230","5","209","2015-05-04 00:00:00",""
"88441178","29931701","8","-1","2015-05-04 00:00:00","50"
"65224956","22554591","8","-1","2014-03-26 00:00:00","50"
"10563325","451227","5","797","2010-10-31 00:00:00",""
"10568101","54754","5","731","2010-11-01 00:00:00",""
"50090233","15368134","5","63","2013-07-08 00:00:00",""
"1777517","380819","5","718","2009-02-25 00:00:00",""
"1779824","581878","5","737","2009-02-25 00:00:00",""
"1779873","540150","5","361","2009-02-25 00:00:00",""
"1780368","586193","5","752","2009-02-25 00:00:00",""
"1781499","540150","5","737","2009-02-25 00:00:00",""
"1781750","75715","5","993","2009-02-25 00:00:00",""
"1781954","290980","8","51","2009-02-25 00:00:00","200"
"1781959","586718","5","698","2009-02-25 00:00:00",""
"1782014","586655","5","698","2009-02-25 00:00:00",""
"1782019","586499","5","757","2009-02-25 00:00:00",""
"1782100","575598","5","698","2009-02-25 00:00:00",""
"1782132","570890","5","698","2009-02-25 00:00:00",""
"1782264","586974","5","71","2009-02-25 00:00:00",""
"1782329","468015","5","861","2009-02-25 00:00:00",""
"1782330","437067","5","861","2009-02-25 00:00:00",""
"1782451","425559","8","71","2009-02-25 00:00:00","150"
"57065320","19845861","5","369","2013-11-10 00:00:00",""
"1797195","582988","8","470","2009-02-26 00:00:00","100"
"1797977","592476","5","146","2009-02-26 00:00:00",""
"1798483","513170","5","146","2009-02-26 00:00:00",""
"1799351","592948","5","429","2009-02-26 00:00:00",""
"1799461","593026","5","698","2009-02-27 00:00:00",""
"1799748","577943","5","361","2009-02-27 00:00:00",""
"1799804","1607","5","873","2009-02-27 00:00:00",""
"1800081","566732","5","324","2009-02-27 00:00:00",""
"1800299","339744","5","277","2009-02-27 00:00:00",""
"1800308","278668","5","571","2009-02-27 00:00:00",""
"1800468","559786","5","242","2009-02-27 00:00:00",""
"1800668","292463","5","242","2009-02-27 00:00:00",""
"1800999","587512","5","456","2009-02-27 00:00:00",""
"1801208","591965","5","698","2009-02-27 00:00:00",""
"1801405","593614","5","302","2009-02-27 00:00:00",""
"1801598","513170","5","486","2009-02-27 00:00:00",""
"1801632","264144","5","592","2009-02-27 00:00:00",""
"50118826","13516476","5","157","2013-07-09 00:00:00",""
"1834312","604480","5","168","2009-03-02 00:00:00",""
"1835317","175763","5","209","2009-03-03 00:00:00",""
"1835451","604844","5","372","2009-03-03 00:00:00",""
"1836161","352882","5","392","2009-03-03 00:00:00",""
"1838592","606080","5","404","2009-03-03 00:00:00",""
"1839092","395","5","775","2009-03-03 00:00:00",""
"1839722","606402","5","260","2009-03-03 00:00:00",""
"35100650","352098","5","156","2012-10-19 00:00:00",""
"27260426","8199490","5","541","2012-04-27 00:00:00",""
"27261122","1251277","5","578","2012-04-27 00:00:00",""
"27264656","711650","5","112","2012-04-27 00:00:00",""
"27265149","2211898","5","296","2012-04-27 00:00:00",""
"27266228","4456438","5","751","2012-04-27 00:00:00",""
"117868189","14186256","5","209","2016-07-12 00:00:00",""
"57146472","19871706","8","-1","2013-11-12 00:00:00","300"
"1892155","623371","5","842","2009-03-08 00:00:00",""
"1892459","104203","5","91","2009-03-08 00:00:00",""
"1892468","623852","5","842","2009-03-08 00:00:00",""
"1893882","361271","5","752","2009-03-08 00:00:00",""
"1894239","624490","5","811","2009-03-08 00:00:00",""
"1894245","624386","5","169","2009-03-08 00:00:00",""
"1894356","425082","5","169","2009-03-08 00:00:00",""
"1894921","620978","5","91","2009-03-09 00:00:00",""
"1896894","625295","5","979","2009-03-09 00:00:00",""
"80995806","674623","5","326","2015-01-01 00:00:00",""
"35151100","3409985","5","877","2012-10-20 00:00:00",""
"10700732","1613600","5","914","2010-11-08 00:00:00",""
"10701069","1711","5","607","2010-11-08 00:00:00",""
"18959851","6904196","5","877","2011-09-08 00:00:00",""
"18961098","2518695","5","305","2011-09-09 00:00:00",""
"65382626","25259","5","396","2014-03-28 00:00:00",""
"65386165","22334493","5","946","2014-03-28 00:00:00",""
"35180084","1019939","5","571","2012-10-21 00:00:00",""
"10756956","140312","5","947","2010-11-10 00:00:00",""
"19004740","7372316","5","794","2011-09-10 00:00:00",""
"27417606","767657","5","879","2012-05-02 00:00:00",""
"57264283","9366234","5","609","2013-11-13 00:00:00",""
